Name,md5,Machine,SizeOfOptionalHeader,Characteristics,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SectionsNb,SectionsMeanEntropy,ResourcesNb,ResourcesMeanEntropy,LoadConfigurationSize
10283d8401b1d4b7ea80247b1f9dfc95085aab37dbfe03c7f5e8af564fa57e2c.exe,56b349930ee1afe5e7314199cc4cb1d7,332,224,271,6,0,12800,4608,0,4096,4096,20480,4194304,4096,512,4,0,0,0,4,0,32768,1024,504993,2,0,1048576,4096,1048576,4096,0,16,4,5.020227884016667,2,4.305263835205551,0
717f02ade44a06804b4371c92e312b723b95413154d9152ffe4b1e88bfe0b50b.exe,176bef843ee94023ea2fc4bf3d30467c,34404,240,34,14,0,41984,5228032,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,5304320,1024,0,2,33120,1048576,4096,1048576,4096,0,16,8,3.128742273861512,1,3.4075943086420013,312
18b43bc5c9bea361297a408e173056cc292c62118282463b7b5e863b3e8ed030.exe,e97df88e1ead016fe1b19a119573fa74,332,224,290,14,0,125952,122368,0,31187,4096,131072,4194304,4096,512,5,1,0,0,5,1,323584,1024,0,2,33088,1048576,4096,1048576,4096,0,16,6,5.069970285617385,9,5.309401691984651,92
2b5464e644947551f4533da0be782c42973d7fe28cebca66aec329a48bdeaf82.exe,74f60e1108c9b787f688b9b6fdbc3834,34404,240,34,8,0,62976,6656,0,70886,8192,0,4194304,8192,512,4,0,0,0,4,0,90112,512,0,2,34144,1048576,4096,1048576,4096,0,16,3,3.303039939041881,9,2.9031624734834653,0
b976fa8e93ac5ef246e37c38d398603f0f1c84195a7450cf133e141c383843be.exe,32f964df5a996e71d13153ca4fcabf2d,34404,240,34,14,29,150016,152064,0,49440,4096,0,5368709120,4096,512,5,2,0,0,5,2,331776,1024,10677663,2,49504,2000000,4096,1048576,4096,0,16,7,4.87138353808708,9,5.878657097006456,312
8912a860fea905932645a87fb22455057e7fee4aa6f64a3cf0a2ef28e810f6ae.exe,c8de9399c22a91d81bc9ecbe502556c1,34404,240,34,14,40,1702912,2360320,0,435280,4096,0,5368709120,4096,512,6,0,0,0,6,0,4136960,1024,0,3,33120,1048576,4096,1048576,4096,0,16,7,6.104574314668317,3,5.485790347964745,320
f8c91e7edae8c63c29dd51becb5c806305c83cf19bc576401a6802f3cd4aed66.exe,448effb3d85fb89c7f190cb99ffa73fc,332,224,783,6,0,2048,12683264,0,5293,4096,12693504,4194304,4096,512,4,0,0,0,4,0,12701696,1024,12702249,2,0,1048576,4096,1048576,4096,0,16,4,4.172202945125037,1,4.881090370605693,0
fd262d6c99b548dc34af6c75ec941894432781cbd760e8213be95ce65f1a7bba.exe,4d07687083cbaa9c4f9ed49ce324a74b,332,224,271,6,0,983040,32768,0,9128,4096,987136,4194304,4096,4096,4,0,1,0,4,0,1019904,4096,2916543,2,0,1048576,4096,1048576,4096,0,16,3,4.278983483729811,7,3.0094106309201663,0
90ff2afb6a4a07c4174be011a38a9db876f2ac77b1bf45e74cb60f8c123453f1.exe,dc1cb58795a488ae04b4eb85ee945a2e,34404,240,34,14,29,1949696,24576,6262784,8214832,6266880,0,5368709120,4096,4096,6,0,0,0,6,0,8241152,1024,0,2,33120,1048576,4096,1048576,4096,0,16,3,4.085421830850921,7,4.246573205939799,312
5688020a00a328c20df4b4008a5a32ec9c6fa567be80f146614c2b34028a3f1a.exe,6dfb2320569aa3a2cb41722217715f06,34404,240,34,14,38,5446656,2103296,0,5214236,4096,0,5368709120,4096,512,6,0,0,0,6,0,7573504,1024,7494174,3,33120,1048576,4096,1048576,4096,0,16,10,5.4512047064548685,2,4.114009172064142,320
a2507638a6233a497c203575e189eaf5cc79745a653897b7af88dcf6c920d38c.exe,b29959fec067137098d4780aa62cb89a,34404,240,34,14,0,26112,2618368,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,2670592,1024,0,2,33120,1048576,4096,1048576,4096,0,16,7,3.1326412465378217,0,0.0,312
808d7814528d034dffd63b977536dd00fbfb7799232855f870e9e31d1af98020.exe,7f3014fea8902b9990186d67af8da01c,34404,240,559,6,0,5632,2193920,0,8954,4096,0,4194304,4096,512,4,0,0,0,4,0,2215936,1024,2252326,2,0,1048576,4096,1048576,4096,0,16,4,3.652366980239994,0,0.0,0
e9279e7e028a9f198f01201bbdbfa6a8a2d1a7ee53bdd340f2f5a29644549236.exe,24e31bac47b8dd1d4188a4d0b1830cda,34404,240,34,11,0,2833920,2048,0,0,8192,0,5368709120,8192,512,4,0,0,0,4,0,2850816,512,0,2,34112,4194304,16384,1048576,8192,0,16,2,5.924565507162492,2,4.244022431509434,0
66b7920243197d2711568e498e3d74ee1da6611cf108e4542f3dee5040ed8fd8.exe,5a1678b4826594606b867e5248b6048b,332,224,270,6,0,4461568,2048,0,4469550,8192,4472832,4194304,8192,512,4,0,0,0,4,0,4497408,1024,4470261,2,0,1048576,4096,1048576,4096,0,14,4,3.4553667873314424,1,4.989560332352957,0
98d0e67d779ed43bcac753a9af22326e0024390d703c7c4e6601917ce6ff96bc.exe,ce3a6f4d1ebe823841187d30e9f143ab,34404,240,34,14,0,40960,5228544,0,10801152,4096,0,5368709120,4096,512,6,0,0,0,6,0,10813440,1024,7263273,2,32864,1048576,4096,1048576,4096,0,16,8,3.9291368957851884,1,3.4075943086420013,0
cf51c50c01a1f91fd1dfbb0a4742ff9aad69417f0a7a95be0bb64d855b0dd5d9.exe,d6af79c29645eab72cbe21a3a5a118db,34404,240,34,48,0,1986048,224768,0,0,8192,0,5368709120,8192,512,4,0,0,0,4,0,6455296,1024,4452903,2,34112,4194304,16384,1048576,8192,0,16,4,3.7333390437902203,57,3.4860656837512707,0
50ef5b97ef444c4556641b252aeb8f211ccb985d6247f9993c316e34b79aa967.exe,69e405e3247269f0dd6175a4d3aa317a,332,224,783,3,4,51472,1540,9456,55472,4096,57344,4194304,4096,512,4,0,1,0,4,0,1650688,1024,0,3,0,16777216,4096,1048576,4096,0,16,6,3.2184919422146936,0,0.0,0
6622ecf695d6546c9ce99134a13c485d33691905b4140ca5fbe6d704948cf651.exe,b01ddbf0bff46769347ba59495c22c6f,34404,240,558,2,38,43520,3530240,3584,5344,4096,0,5368709120,4096,512,4,0,0,0,5,2,3563520,1024,3575297,2,352,2097152,4096,1048576,4096,0,16,11,3.5863246271115727,15,3.569231203377963,0
07caf36da6c3efaa7e4dc391118fff2f917a76ab323df2e60ca0dbd11d12270a.exe,a268895f974e780487caab0a7da37ea1,332,224,259,9,0,253952,8192,499712,755776,503808,757760,4194304,4096,512,5,0,0,0,5,0,765952,4096,0,2,32768,1048576,4096,1048576,4096,0,16,3,3.8860864998875377,23,5.907020663932805,72
72c0f5e5f7b305c1f2432ea5632758f9572bc87b4af59157b5e200b449cc199b.exe,00a6f5bdbffaaae004e1f8cd4a076ce9,332,224,34,48,0,18432,2560,0,26162,8192,32768,4194304,8192,512,4,0,0,0,6,0,49152,512,0,2,34144,1048576,4096,1048576,4096,0,16,3,3.1193616946133935,2,4.206868656849053,0
b7413f528510f6f00fe90877e39b3cb1b94fbfb4974febc1dce58ae82f88bdbc.exe,ecffdcfa4e448ddc58c02ee85170bcc9,332,224,259,9,0,94720,30632960,0,8478,4096,102400,4194304,4096,512,5,0,0,0,5,0,30711808,1024,215315,2,33024,1048576,4096,1048576,4096,0,16,4,4.981520664932736,30,4.0145038507319555,72
0949ed19896c7add471a5caa7fd5018113d602921a185d911f0cbbadb0ce35c8.exe,0e9cc5c2145bae2f6ab41f186dac87d1,34404,240,558,2,40,27136,5407744,6144,4861,4096,0,5368709120,4096,512,4,0,0,0,5,2,5443584,1024,5429183,2,352,2097152,4096,1048576,4096,0,16,11,3.3823147653163064,1,5.233642124429392,0
8b0d6717a7d98595e7727f5309e19a1f3dae7986d1809f14f8de4edfb2810a3e.exe,3850da593a53aa0c119c5cbc58e43b34,332,224,258,8,0,3014144,2048,0,3022014,8192,3022848,4194304,8192,512,4,0,0,0,4,0,3039232,512,0,2,34144,1048576,4096,1048576,4096,0,16,3,3.4789919155232485,2,4.123705953344429,0
d1e22907aeb5b47eaebd28e8f32b65c82c10e35219e01076cf06b033c1db093b.exe,ad245622fd38501d02729686c4d784e5,332,224,290,14,0,125952,122368,0,31187,4096,131072,4194304,4096,512,5,1,0,0,5,1,323584,1024,0,2,33088,1048576,4096,1048576,4096,0,16,6,5.069970285617385,9,5.309401691984651,92
04dfcd3cf5fae78f249d97fde70bd87982095a4f70726c15fccb9b3d0b37028d.exe,cbf1f1ddc91fd455f5e8d3b39022c75d,34404,240,34,14,0,41984,5228032,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,5304320,1024,0,2,33120,1048576,4096,1048576,4096,0,16,8,3.1291670560947,1,3.4075943086420013,312
e03cfa192faed3e11e9aa3d4a525d2b97fd147bb8d1ffb5a74ed0286c2667024.exe,999522f7f91f40d45f2a7021dea7d9dd,332,224,290,14,0,125952,122368,0,31187,4096,131072,4194304,4096,512,5,1,0,0,5,1,323584,1024,0,2,33088,1048576,4096,1048576,4096,0,16,6,5.069970285617385,9,5.309401691984651,92
e89843256ff5ba727b9195361447d30e88fbfb660e97aaad5cb0196fd2f0991a.exe,2fccdd78e870983b60e3e0a00f3a5556,332,224,290,12,0,581632,14202368,0,163850,4096,585728,4194304,4096,512,5,1,0,0,5,1,14811136,1024,14838693,2,32832,4194304,4096,4194304,4096,0,16,5,5.68372439601225,26,3.4416347707810178,72
43af6cbdb4759c2ec4be6716793ea601c72e81b8914aeae414fa398cd425b7c4.exe,96d2e62308f7e28c24d541a928d78fc4,332,224,259,14,29,239616,188416,0,2043904,4096,249856,4194304,4096,512,6,0,0,0,6,0,6385664,1024,3952693,3,33024,1048576,4096,1048576,4096,0,16,10,3.045780232676864,1,7.441976669466343,0
91868b664010d28ad8f47a53c4d5d77df66a3de7a5174aa684556a63e79ab0f9.exe,2cc2ae2dbf7c5c37a06398e021f19ffd,34404,240,35,14,0,32768,13249536,0,26480822,4096,0,5368709120,4096,512,6,0,0,0,6,0,27828224,1024,0,2,33056,1048576,4096,1048576,4096,0,16,10,1.3713860060743073,8,4.321641584504108,312
fabd087044389ec6e9d7e11f59687c9527e0aec25a83f8dae30da8404efe0e39.exe,6d075d047098d57266aa59b97d288bda,34404,240,34,14,33,288768,158208,0,208480,4096,0,5368709120,4096,512,5,2,0,0,5,2,524288,1024,0,2,49504,1048576,4096,1048576,4096,0,16,8,4.868300409317526,28,4.44475211302486,320
63e34e428486dead8d79eac70f935152beeb91cc69ec0e2ce9a39edb4e389e94.exe,b1efad03e4d77d23f153f1978a0fd6ea,332,224,290,14,0,125952,122368,0,31187,4096,131072,4194304,4096,512,5,1,0,0,5,1,323584,1024,0,2,33088,1048576,4096,1048576,4096,0,16,6,5.069970285617385,9,5.309401691984651,92
f6b404adfbae71afdc223da782f193d52907a6ea4d1f46c45e0b83d05ff078cf.exe,82dfab126f9136871c11fec903f0b4b9,34404,240,34,14,0,31232,2689536,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,2748416,1024,0,2,33120,1048576,4096,1048576,4096,0,16,8,3.702384331691322,9,5.296213217944644,312
78b811d0d4031e590324cc4892780f4caa5bb94dc92bbc04f8ea2dc254ac5c8b.exe,19f5fbb860118ee3626c57487c7e51f1,332,224,782,2,38,844800,3138048,3584,5280,4096,851968,4194304,4096,512,4,0,1,0,4,0,3170304,1024,3150452,2,320,2097152,4096,1048576,4096,0,16,10,4.18550879371322,1,5.137929448278374,0
539313827a01fafcedf781de9d8503f6cfaa1cc62695725f16f150b3d74386b4.exe,127244dc608747be9603c663bea8081d,34404,240,34,14,13,330240,129536,0,24288,4096,0,1573340053504,4096,512,10,0,10,0,10,0,491520,1024,506985,1,16736,262144,4096,1048576,4096,0,16,10,3.12936693245547,0,0.0,33571412
05d174b00295be4332db10ebaa514fa7ee6552aab543bdf1294d5a1851549224.exe,74c29a84c085f95db4b2bf64d3f12aee,34404,240,558,2,40,26112,5448192,4096,4861,4096,0,5368709120,4096,512,4,0,0,0,5,2,5484544,1024,5498810,2,352,2097152,4096,1048576,4096,0,16,11,3.370876424629333,1,5.233642124429392,0
285694b67aa69d6319ccbb02b597f078040394acd449bdabd36c33b09ec81a7c.exe,511aeeb7b29face6bf5fa128eaa6e265,332,224,258,9,0,265216,649216,0,119568,4096,270336,4194304,4096,512,5,0,0,0,5,0,933888,1024,324182,2,32768,1048576,4096,1048576,4096,0,16,6,3.4493524280511223,24,3.7974792376912325,72
76005ce2b7eb0c95f8dcc06b501244c73b17b3aff65e78c672c4a6ae56e67306.exe,1fc1c860e86a8fbc2021d2567d62f703,332,224,271,6,0,1458176,4096,1454080,2914736,1458176,2916352,4194304,4096,512,4,0,0,0,4,0,2920448,4096,0,2,0,1048576,4096,1048576,4096,0,16,3,3.696275372842307,1,3.151664590057345,0
30dfbc77449f4331cfc81ba3c7ae6ea5fd15739f763a6026e60b224c26b0f355.exe,f1c58befdb90527ffec818330b0d68f9,332,224,783,3,4,51472,1540,9456,55472,4096,57344,4194304,4096,512,4,0,1,0,4,0,1650688,1024,0,3,0,16777216,4096,1048576,4096,0,16,6,3.2184919422146936,0,0.0,0
078e6e13c6a1cdc2c0df8c45101c6080aab0561cbde1054e4b13f292ad4c8b1f.exe,72f6d66e1972d1b05684e482aa0077be,332,224,259,10,0,215040,31768064,0,15266,4096,221184,4194304,4096,512,5,1,0,0,5,1,31973376,1024,277760,2,32768,1048576,4096,1048576,4096,0,16,5,2.098033809438283,19,2.6961447055373537,72
e96b3b7b28854acb8837084f6b3908b90eec159887054214b92ade6d14930608.exe,11a7cbbb33dbafc6316a1f28c28d9d2b,34404,240,34,14,29,230400,115712,0,2203732,4096,0,5368709120,4096,512,6,0,0,0,6,0,5148672,1024,0,3,33120,1048576,4096,1048576,4096,0,16,8,1.2223745425211527,0,0.0,312
5d3af8278f2832d439f72b85639b35c99cc50436dff6fc051456c9fa5443d155.exe,880c9e3235130a6aaaa3ec25be18bdb4,34404,240,34,14,0,69632,7118848,0,12765424,4096,0,5368709120,4096,512,6,0,0,0,6,0,15937536,1024,8591042,2,33120,1048576,4096,1048576,4096,0,16,14,4.696898489599668,1,3.460526011323796,0
bbe5544c408a6eb95dd9980c61a63c4ebc8ccbeecade4de4fae8332361e27278.exe,1274cbcd6329098f79a3be6d76ab8b97,34404,240,558,2,40,30208,5616128,6144,4861,4096,0,5368709120,4096,512,4,0,0,0,5,2,5656576,1024,5627331,2,352,2097152,4096,1048576,4096,0,16,11,3.328189638532319,1,5.2288108587242785,0
6b8a860c4dea3b6bc711483d87121af85d135b45ebe94ae482f3b41cd4f88a7d.exe,7ef47ce5238923be830c9ca9fa9f1f0e,332,224,259,9,0,253952,8192,499712,755776,503808,757760,4194304,4096,512,5,0,0,0,5,0,765952,4096,0,2,32768,1048576,4096,1048576,4096,0,16,3,3.8860864998875377,23,5.907020663932805,72
271724c5ff157be6c9c596f8728894a3de24a6cbbf23b89afec313f4e6212bf8.exe,f773d26929d9ca0814877c914be90f6d,34404,240,34,14,34,165888,364032,0,45840,4096,0,5368709120,4096,512,5,2,0,0,5,2,614400,1024,7240689,2,49504,2000000,4096,1048576,4096,0,16,7,4.769462391053717,3,4.286562678074518,320
acea5a1aa79822bce3865c2ba9d7880064a7719808f81a2518586d12b3430ada.exe,adf46622dc7fc7f0b88bb5b292810bc7,34404,240,34,14,40,171520,93184,0,49792,4096,0,5368709120,4096,512,5,2,0,0,5,2,290816,1024,7844107,2,49504,2000000,4096,1048576,4096,0,16,6,4.974799319716262,1,5.257909378499496,320
1428eff0019ba3999efdb4ed6e95b1f7db19b44b758c6e25741c6966692fc130.exe,2ca5492f9dbcdaab3facf1768cae5c6d,34404,240,34,48,0,6704128,69120,0,0,8192,0,5368709120,8192,512,4,0,0,0,4,0,6791168,512,0,2,34112,1048576,4096,1048576,4096,0,16,2,7.702857578978385,9,5.756794241884882,0
52e7510e97f558788067937c97a268ad4951d22f8b94d87855bcb3dd4d6e6708.exe,543e80dbd2fa8ddf8cebccc1099b4609,332,224,259,14,29,28672,184320,2048,14429,4096,32768,4194304,4096,512,5,1,6,0,5,1,294912,1024,0,2,34112,1048576,4096,1048576,4096,0,16,5,4.163736297797195,7,4.098322764338995,0
2d7347d8a4191e61b13372d61fb5fb884a68ebea6469547edb2915d89f976ae1.exe,d95381111380c6d9985700cb6c0ff344,332,224,33166,2,25,35840,20480,0,3758704,4096,45056,4194304,4096,512,4,0,0,0,4,0,3772416,1536,76639,2,0,2097152,32768,2097152,8192,0,16,12,4.844255660915855,9,3.6564117052154583,0
1753ad35ece25ab9a19048c70062e9170f495e313d7355ebbba59c38f5d90256.exe,13b26b2c7048a92d6a843c1302618fad,34404,240,558,2,38,103424,5826560,7680,5296,4096,0,5368709120,4096,512,4,0,0,0,5,2,5861376,1024,5867409,2,352,2097152,4096,1048576,4096,0,16,11,3.817048027416908,1,5.233642124429392,0
9800fc9d430775d5d589dca968cf9973a6386cd48e393f14891e611c4872f132.exe,ea23c02fe4b5ae3da838a07023c532dd,34404,240,34,14,33,288768,157184,0,208608,4096,0,5368709120,4096,512,5,2,0,0,5,2,520192,1024,0,2,49504,1048576,4096,1048576,4096,0,16,8,4.841754881692511,30,4.59566846113472,320
feb1cc6e909be612e822cc7b40b1c2b262836020c719e25ea5a0152b4de87829.exe,9f73f9a7e915cbf0edbbbb5183283561,34404,240,558,2,40,31232,5821440,6656,4861,4096,0,5368709120,4096,512,4,0,0,0,5,2,5857280,1024,5863347,2,352,2097152,4096,1048576,4096,0,16,11,3.349734411154589,15,4.997503033705071,0
dc24474e1211ef4554c63f4d70380cc71063466c3d0a07e1a4d0726e0f587747.exe,ef11a166e73f258d4159c1904485623c,34404,240,46,6,0,912896,2048,0,920706,8192,0,4194304,8192,512,4,0,0,0,4,0,942080,512,0,2,34144,4194304,16384,1048576,8192,0,16,3,4.194726288896907,2,4.0451152871650615,0
7ca01cb68c03434dd6a45bd79206370dc69b8787825c5d26ec75dcc4a3b14f81.exe,e5aa445a4f523de1b08d0efdd47c1fac,332,224,271,6,0,12242944,4096,12869632,25115552,12873728,25116672,4194304,4096,512,4,0,0,0,4,0,25120768,1024,0,2,0,1048576,4096,1048576,4096,0,16,3,3.631839120715941,1,3.182566300166624,0
bb3af0c03e6b0833fa268d98e5a8b19e78fb108a830b58b2ade50c57e9fc9bed.exe,a7400236ffab02ae5af5c9a0f61e7300,34404,240,35,14,16,6100992,6568960,0,26711779,4096,0,5368709120,4096,512,6,0,0,0,6,0,28499968,1024,12008995,3,33056,1048576,4096,1048576,4096,0,16,9,1.4085348327816911,1,4.795973602273464,256
f0f1b858d0010a822374ab8381f6bf6be7c8ff88bab30b5cdf89e72f93062d51.exe,ae30c9d200c73e3fb136b38b1cfee057,34404,240,34,14,38,1837568,1574400,0,436960,4096,0,5368709120,4096,512,6,0,0,0,6,0,3493888,1024,0,3,33120,1048576,4096,1048576,4096,0,16,8,5.3677540048358505,3,4.048514886534356,320
7ae100f303aebe85dd5aa6928d1ebdfa9955fe4a51930a93a1f9bdc3a8c06262.exe,18fdf1c31ad68a9f9ae4588870920a9a,34404,240,559,6,0,5632,5632000,0,8746,4096,0,4194304,4096,512,4,0,0,0,4,0,5656576,1024,5660397,2,0,1048576,4096,1048576,4096,0,16,5,3.7567954156949055,1,4.850641897880847,0
7dc50338d476cd0dfdfcf48dc7dbff682d6d04458c6ce2808f35779606576532.exe,43f595460b2fca77561c63e8a80178dd,34404,240,558,2,42,2961408,28672,9867264,12825920,9871360,0,5368709120,4096,512,4,0,0,0,5,2,12861440,512,0,3,352,2097152,4096,1048576,4096,0,16,3,4.49554639256105,7,4.277481863043774,0
f91e4ff7811a5848561463d970c51870c9299a80117a89fb86a698b9f727de87.exe,bae29e49e8190bfbbf0d77ffab8de59d,34404,240,558,2,38,124928,5863424,11776,5296,4096,0,5368709120,4096,512,4,0,0,0,5,2,5902336,1024,5888064,2,352,2097152,4096,1048576,4096,0,16,11,3.808290721029567,1,5.2288108587242785,0
1d3de5af7ff87d3202b4d595ea84b7e9aa28ebca236302eed698a5773cecbb86.exe,727a902601f2c8810ea7905e6fcb3296,34404,240,34,14,29,3895808,4567040,0,3661460,4096,0,5368709120,4096,512,6,0,0,0,6,0,8491008,1024,0,2,33120,1048576,4096,1048576,4096,0,16,11,5.225367844783394,2,4.143986196436287,312
2d13118e76f48b0630942c7967b606e6b1d00884cb9d0d98c6b8b3b1663a3a4b.exe,6862e2f5c53d361744178c7373263ad4,34404,240,34,14,0,31232,2666496,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,2723840,1024,0,2,33120,1048576,4096,1048576,4096,0,16,8,3.6633336137593044,9,5.0675049417222775,312
da590596d93db3f91badc48726a309360ee337f5bcef5d96c3f6abdf355ff468.exe,334bd0d7604d36d51e1182409ee14624,332,224,259,9,0,253952,8192,499712,755776,503808,757760,4194304,4096,512,5,0,0,0,5,0,765952,4096,0,2,32768,1048576,4096,1048576,4096,0,16,3,3.8860864998875377,23,5.907020663932805,72
0f0edb7f25b876773ac2318600e0a493edcb6ea3a0235a9b0a3141ff6247c4f9.exe,902b8b84ab8e77279f06d1fa4bb769a3,332,224,259,10,0,110592,32506368,0,14914,4096,114688,4194304,4096,512,5,1,0,0,5,1,32600064,1024,514827,2,33024,1048576,4096,1048576,4096,0,16,3,5.519659453642679,42,2.801851558516355,72
03c4964299ebbe765ef18d901be45b17e69e6b0d3a71f7eb43a28be4b0bb3d02.exe,ccb1f8eda38035cc9f93f46786dbe146,34404,240,34,10,0,49664,3622400,0,12092,4096,0,5368709120,4096,512,5,2,0,0,5,2,3698688,1024,3723851,2,33088,1048576,4096,1048576,4096,0,16,7,4.464778905352083,1,4.795973602273464,0
e2cbf154467a2592dfa9e86d6563f0d0d07ac148140ab2eac81790e916b1c4fb.exe,6c5765152f9720727f9693288b34a8b6,34404,240,34,14,0,74752,5823488,0,6285256,4096,0,5368709120,4096,512,6,0,0,0,6,0,12570624,1024,6118024,2,33120,1048576,4096,1048576,4096,0,16,11,1.7500298449014173,523,0.023239217211010695,312
c4bf193f7771479f52b4316ada901ac28a45d624fdb8a3b9792ddd2a5f198645.exe,b3b62354285669b0a6b4b4a1a67de8ad,34404,240,558,2,38,109568,5847552,9728,5296,4096,0,5368709120,4096,512,4,0,0,0,5,2,5881856,1024,5874883,2,352,2097152,4096,1048576,4096,0,16,11,3.7374209291013516,2,4.31820258368314,0
ebf8f470ffc1fa2c68fb9674c6e9842f9b5e5a15e2d37b11ffdb1de90d017b92.exe,70638e8d022aad237149c976a5fb76fe,332,224,271,6,0,446464,16384,0,6968,4096,450560,4194304,4096,4096,4,0,1,0,4,0,466944,4096,472879,2,0,1048576,4096,1048576,4096,0,16,3,2.8498663840624068,5,2.5263928441083694,0
043d0976714d7c490623112dbde84bbe5cc168b45959dca8afe292de7ffde416.exe,a4d3c60abd2e0214a44196808956d976,34404,240,558,2,38,109568,5847552,9728,5296,4096,0,5368709120,4096,512,4,0,0,0,5,2,5881856,1024,5850595,2,352,2097152,4096,1048576,4096,0,16,11,3.7291422430460557,2,4.31820258368314,0
81b65928edf3d9008d024269511ad005339202b188902e2646f3390a69a417f4.exe,b184dcad880b5991eb7b4591d1e43e6f,34404,240,34,14,28,3025920,3775488,0,2697832,4096,0,5368709120,4096,512,6,0,0,0,6,0,6828032,1024,0,3,33120,1048576,4096,1048576,4096,0,16,10,5.098001559128096,2,4.1852282134238985,312
0028d3b936c329c8bb2a7c17d677d9808eed4f46c123048100050819d1657464.exe,4aeb295127e433df80680acf960793bd,332,224,270,6,0,5162496,134656,0,5170494,8192,5177344,4194304,8192,512,4,0,0,0,4,0,5332992,1024,5312553,2,0,1048576,4096,1048576,4096,0,14,4,3.7817395448353794,9,4.232675177240895,0
b6718f85526f371a9e7bef6d4728156be869428b16d788718d11e32c94c61884.exe,cd686e0a36f98a589a63b87fed7696a0,34404,240,558,2,38,125440,6015488,11776,5296,4096,0,5368709120,4096,512,4,0,0,0,5,2,6053888,1024,6035281,2,352,2097152,4096,1048576,4096,0,16,11,3.7503154003153223,2,4.303270216630282,0
223f3184613545c3afee56ade4e84e731b7cca237acfab14dbdd58cc8deb48f4.exe,cc20a54b21aac972382d5ad53f67e91b,332,224,815,2,28,3188736,4075520,549888,5376,4096,3194880,4194304,4096,512,4,0,0,0,4,0,4648960,1024,4077719,3,0,2097152,4096,1048576,4096,0,16,9,3.861281111248221,7,4.279462590682706,0
5968ecd998efdc29c38505e7640c1b2af832e1679a957523f89cbd890984c642.exe,60e121ba54ed55f5787c9fd77396a32d,34404,240,34,14,16,734208,297472,0,152732,4096,0,5368709120,4096,512,5,2,0,0,5,2,1064960,1024,1052202,2,33120,4194304,4096,4194304,4096,0,16,6,5.031659814931269,19,3.347760979905877,256
53ad8953df55fbe65065f3e94135a4596f6209f20947c0e3df949910ce6cbbc6.exe,c526cb2c72a976831c06fc09991e20d8,332,224,34,48,0,264192,2048,0,272238,8192,278528,4194304,8192,512,4,0,0,0,6,0,294912,512,0,2,34144,1048576,4096,1048576,4096,0,16,3,3.248190971587387,2,4.129321064210722,0
666c246bd662275c5a7330b4de2e51a7f86556390c0b79b1d774378e7eac8cb0.exe,e211b2b230ef040fe40bc380899990fc,34404,240,34,14,39,2140672,1482752,0,2072164,4096,0,5368709120,4096,512,6,0,0,0,6,0,3641344,1024,0,2,33120,1048576,4096,1048576,4096,0,16,7,4.572446885711697,1,3.3711543057553337,320
8f617574075cf1085737dae37f04e656ed39fab3f7bcaae9867b84d9d8badb41.exe,6e1fb94a58ec4452ffeb912d148fd183,332,224,258,14,0,190976,138752,0,120137,4096,196608,4194304,4096,512,5,1,0,0,5,1,475136,1024,0,2,33088,1048576,4096,1048576,4096,0,16,6,4.911867993448811,21,4.163265649548242,92
6c55c2e2205c5e1c1b4b0cb90a5f283de32b8eb845d7f8e681370f656d06599b.exe,a251f635ee202207302c7cc522ef1906,332,224,259,10,0,221184,31804928,0,21614,4096,225280,4194304,4096,512,5,1,0,0,5,1,31997952,1024,307054,2,33024,1048576,4096,1048576,4096,0,16,3,3.440046256483109,30,2.8987516286764627,72
e71d256a4b1f8aff106556a27fc45f1c48384232353bd8028f588ba6ef59c3f6.exe,4674052e1bdaf5f0e51bf1a731e1b6e8,34404,240,34,14,0,68608,5437440,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,5541888,1024,0,2,33120,1048576,4096,1048576,4096,0,16,7,3.2609478685432216,0,0.0,312
ed51a7f5d466ca59d8039449936216c8741568eb8ee835e975a1377a01c49ebe.exe,1c98015d49fc0a650c68d918b5669292,332,224,259,10,0,131584,32347136,0,28220,4096,139264,4194304,4096,512,5,1,0,0,5,1,32448512,1024,358303,2,33024,1048576,4096,1048576,4096,0,16,3,5.378383902407326,36,3.00567687146399,72
f15e77a9002b5ff912240ed81aeb0ab548871d5efdd09972bcdadb153198bc68.exe,decc8063a0859935b9028e5f8d90cb03,332,224,258,48,0,100352,3072,0,8192,8192,114688,4194304,8192,512,4,0,0,0,4,0,4308992,8192,1273075,2,32768,1048576,4096,1048576,4096,0,16,10,5.336875558900435,2,4.141810455952579,0
